	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD2_ita_i	CD3_ita_i	CD4_ita_i	CS1_ita_i	CS2_ita_i	CS3_ita_i	CS4_ita_i	DD1_ita_i	DD2_ita_i	DD3_ita_i	DD4_ita_i	DS1_ita_i	DS2_ita_i	DS3_ita_i	DS4_ita_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD2_ita_n	CD3_ita_n	CD4_ita_n	CS1_ita_n	CS2_ita_n	CS3_ita_n	CS4_ita_n	DD1_ita_n	DD2_ita_n	DD3_ita_n	DD4_ita_n	DS1_ita_n	DS2_ita_n	DS3_ita_n	DS4_ita_n	CD1_spa_i	CD2_spa_i	CD3_spa_i	CD4_spa_i	CS1_spa_i	CS2_spa_i	CS3_spa_i	CS4_spa_i	DD1_spa_i	DD2_spa_i	DD3_spa_i	DD4_spa_i	DS1_spa_i	DS2_spa_i	DS3_spa_i	DS4_spa_i	CD1_spa_n	CD2_spa_n	CD3_spa_n	CD4_spa_n	CS1_spa_n	CS2_spa_n	CS3_spa_n	CS4_spa_n	DD1_spa_n	DD2_spa_n	DD3_spa_n	DD4_spa_n
Ectothiorhodosinus	73.0	33.0	15.0	11.0	28.0	58.0	92.0	19.0	11.0	17.0	24.0	8.0	61.0	125.0	146.0	95.0	58.0	72.0	93.0	97.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	11.0	3.0	4.0	1.0	3.0	1.0	1.0	32.0	20.0	11.0	9.0	7.0	0	6.0	7.0	0	0	0	0	0	0	1.0	0	0	0	0	0
Sedimenticola	169.0	50.0	26.0	21.0	114.0	311.0	469.0	78.0	42.0	83.0	92.0	40.0	177.0	279.0	267.0	168.0	206.0	146.0	304.0	385.0	0	0	0	0	0	0	0	0	1.0	6.0	0	0	0	0	4.0	0	0	1.0	1.0	1.0	48.0	26.0	41.0	18.0	9.0	5.0	1.0	13.0	117.0	99.0	64.0	61.0	27.0	2.0	28.0	31.0	2.0	1.0	0	0	0	0	0	0	2.0	1.0	0	3.0
Candidatus Thiodiazotropha	88.0	15.0	5.0	4.0	34.0	53.0	141.0	37.0	23.0	37.0	37.0	14.0	49.0	94.0	79.0	70.0	57.0	37.0	92.0	133.0	2.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	5.0	5.0	4.0	8.0	3.0	2.0	7.0	2.0	49.0	23.0	46.0	51.0	13.0	0	10.0	5.0	0	0	1.0	0	0	0	0	0	0	2.0	0	0
Thiosocius	84.0	21.0	7.0	13.0	127.0	205.0	249.0	127.0	27.0	40.0	46.0	17.0	116.0	179.0	140.0	68.0	83.0	68.0	114.0	139.0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	0	1.0	0	1.0	0	0	1.0	8.0	11.0	7.0	12.0	0	5.0	10.0	7.0	85.0	51.0	29.0	49.0	27.0	1.0	27.0	14.0	0	0	0	0	0	0	0	0	1.0	0	0	0
Thiolapillus	74.0	22.0	25.0	8.0	31.0	86.0	74.0	24.0	11.0	34.0	43.0	17.0	73.0	152.0	172.0	88.0	60.0	75.0	117.0	125.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	131.0	7.0	56.0	13.0	2.0	2.0	5.0	10.0	34.0	42.0	43.0	241.0	78.0	8.0	44.0	12.0	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0
Candidatus Endoriftia	67.0	45.0	25.0	16.0	53.0	144.0	270.0	40.0	24.0	28.0	46.0	14.0	71.0	170.0	145.0	83.0	53.0	62.0	116.0	142.0	1.0	0	0	0	0	0	2.0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	38.0	13.0	5.0	10.0	3.0	0	11.0	7.0	51.0	48.0	15.0	43.0	6.0	6.0	18.0	10.0	0	0	0	0	0	0	0	0	0	0	0	0
Wenzhouxiangella	206.0	24.0	11.0	11.0	176.0	314.0	556.0	177.0	32.0	87.0	161.0	50.0	317.0	634.0	340.0	229.0	285.0	130.0	388.0	432.0	1.0	0	0	0	0	0	1.0	0	0	3.0	1.0	0	0	0	2.0	1.0	1.0	1.0	0	0	20.0	29.0	19.0	31.0	6.0	10.0	15.0	29.0	156.0	116.0	58.0	92.0	25.0	6.0	47.0	47.0	0	0	0	0	0	0	0	0	0	2.0	0	4.0
Granulosicoccus	108.0	41.0	12.0	6.0	53.0	145.0	216.0	79.0	12.0	14.0	47.0	13.0	119.0	179.0	124.0	97.0	83.0	60.0	134.0	137.0	1.0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	3.0	0	0	0	4.0	19.0	14.0	13.0	6.0	2.0	9.0	11.0	94.0	43.0	23.0	21.0	8.0	3.0	15.0	11.0	0	0	0	0	0	0	0	0	0	1.0	0	2.0
Sulfuriflexus	60.0	40.0	5.0	15.0	37.0	85.0	252.0	28.0	15.0	20.0	26.0	13.0	38.0	83.0	81.0	99.0	62.0	49.0	100.0	144.0	1.0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	2.0	13.0	8.0	3.0	1.0	2.0	4.0	31.0	24.0	12.0	26.0	14.0	2.0	8.0	14.0	0	0	1.0	0	0	0	0	0	0	1.0	0	0
Halothiobacillus	146.0	73.0	19.0	20.0	153.0	299.0	268.0	174.0	44.0	43.0	54.0	41.0	203.0	408.0	263.0	189.0	189.0	111.0	258.0	357.0	3.0	0	0	0	0	0	0	0	1.0	2.0	1.0	0	1.0	0	1.0	0	1.0	0	0	2.0	31.0	76.0	38.0	25.0	5.0	9.0	13.0	9.0	157.0	76.0	43.0	104.0	25.0	8.0	27.0	20.0	1.0	0	0	0	0	0	0	1.0	2.0	3.0	0	4.0
Guyparkeria	108.0	55.0	10.0	18.0	175.0	294.0	901.0	222.0	39.0	158.0	167.0	110.0	169.0	380.0	223.0	162.0	199.0	121.0	235.0	264.0	0	0	0	0	2.0	0	0	0	0	2.0	1.0	0	0	0	1.0	0	3.0	0	0	0	13.0	34.0	30.0	25.0	5.0	8.0	5.0	12.0	122.0	80.0	49.0	72.0	14.0	6.0	24.0	26.0	0	0	0	0	0	0	0	0	2.0	1.0	0	4.0
Shewanella	142596.0	3896.0	1008.0	1500.0	77322.0	258587.0	23265.0	10548.0	67954.0	30390.0	10839.0	46096.0	65168.0	56817.0	267899.0	188704.0	58944.0	47147.0	131759.0	152495.0	1136.0	3.0	0	0	238.0	20.0	118.0	22.0	313.0	615.0	145.0	100.0	152.0	23.0	2656.0	780.0	512.0	184.0	563.0	378.0	2350.0	4275.0	1995.0	2726.0	2768.0	2515.0	3048.0	4028.0	38162.0	23787.0	41253.0	55772.0	15255.0	520.0	2541.0	4105.0	118.0	105.0	39.0	38.0	10.0	34.0	54.0	44.0	831.0	1295.0	1804.0	3936.0
Parashewanella	145.0	21.0	6.0	13.0	63.0	173.0	130.0	30.0	41.0	51.0	86.0	26.0	75.0	153.0	282.0	216.0	127.0	120.0	248.0	255.0	3.0	0	0	0	0	0	2.0	1.0	0	1.0	4.0	0	0	1.0	4.0	3.0	1.0	1.0	5.0	1.0	6.0	4.0	17.0	16.0	9.0	4.0	4.0	10.0	65.0	49.0	32.0	38.0	39.0	2.0	32.0	10.0	1.0	0	2.0	0	0	0	0	0	1.0	2.0	4.0	0
Alishewanella	4323.0	99.0	40.0	42.0	58232.0	286645.0	4485.0	2749.0	933.0	756.0	338.0	654.0	2183.0	1856.0	8459.0	4079.0	5577.0	3674.0	9352.0	7602.0	68.0	1.0	0	0	206.0	20.0	37.0	7.0	7.0	17.0	13.0	3.0	4.0	2.0	139.0	43.0	89.0	24.0	66.0	24.0	36.0	66.0	23.0	37.0	93.0	60.0	31.0	42.0	932.0	754.0	247.0	254.0	953.0	400.0	158.0	207.0	3.0	0	4.0	1.0	1.0	2.0	1.0	0	21.0	48.0	9.0	23.0
Alteromonas	1924.0	371.0	114.0	150.0	1009.0	2198.0	2066.0	941.0	435.0	479.0	589.0	302.0	1095.0	1689.0	3695.0	2522.0	1229.0	1423.0	3326.0	2811.0	18.0	1.0	0	0	6.0	0	16.0	2.0	4.0	31.0	18.0	6.0	0	0	63.0	16.0	14.0	12.0	25.0	13.0	69.0	91.0	106.0	197.0	78.0	60.0	82.0	78.0	759.0	693.0	362.0	424.0	534.0	30.0	186.0	140.0	0	1.0	2.0	5.0	0	1.0	0	3.0	11.0	27.0	12.0	20.0
Salinimonas	373.0	104.0	37.0	66.0	259.0	744.0	362.0	99.0	113.0	81.0	108.0	31.0	251.0	484.0	843.0	523.0	294.0	253.0	795.0	764.0	3.0	0	0	0	1.0	0	1.0	0	1.0	5.0	1.0	0	1.0	0	14.0	3.0	3.0	2.0	6.0	0	53.0	72.0	39.0	22.0	10.0	9.0	12.0	11.0	191.0	166.0	64.0	74.0	133.0	4.0	47.0	30.0	0	0	0	0	0	0	0	2.0	1.0	7.0	3.0	6.0
Paraglaciecola	403.0	103.0	35.0	55.0	218.0	586.0	619.0	85.0	108.0	92.0	138.0	55.0	242.0	325.0	729.0	566.0	269.0	209.0	779.0	596.0	9.0	0	0	0	2.0	0	2.0	0	0	2.0	4.0	1.0	1.0	0	14.0	3.0	5.0	3.0	6.0	3.0	14.0	19.0	21.0	21.0	9.0	17.0	22.0	19.0	193.0	148.0	92.0	91.0	104.0	5.0	53.0	28.0	1.0	1.0	0	0	0	0	0	0	4.0	8.0	0	6.0
Agarivorans	381.0	97.0	24.0	28.0	156.0	415.0	322.0	142.0	73.0	76.0	109.0	27.0	185.0	336.0	662.0	500.0	268.0	232.0	610.0	589.0	1.0	0	0	0	1.0	0	4.0	1.0	4.0	5.0	4.0	0	0	0	6.0	1.0	2.0	1.0	3.0	3.0	10.0	30.0	17.0	28.0	18.0	6.0	12.0	19.0	188.0	117.0	75.0	96.0	64.0	4.0	82.0	20.0	0	1.0	1.0	0	0	2.0	1.0	0	4.0	6.0	0	2.0
Alkalimarinus	214.0	59.0	25.0	30.0	93.0	198.0	151.0	38.0	64.0	55.0	70.0	33.0	133.0	226.0	341.0	256.0	183.0	231.0	480.0	418.0	7.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	2.0	1.0	2.0	1.0	1.0	0	11.0	20.0	25.0	18.0	11.0	15.0	14.0	11.0	74.0	70.0	49.0	73.0	34.0	3.0	48.0	22.0	0	0	0	0	0	0	0	0	3.0	3.0	0	4.0
Catenovulum	152.0	36.0	19.0	11.0	101.0	268.0	133.0	38.0	42.0	43.0	17.0	16.0	101.0	137.0	351.0	263.0	108.0	104.0	318.0	304.0	4.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	4.0	0	2.0	1.0	3.0	2.0	10.0	14.0	10.0	5.0	3.0	1.0	10.0	9.0	87.0	63.0	54.0	50.0	57.0	3.0	10.0	25.0	0	1.0	0	0	0	0	0	0	1.0	4.0	2.0	4.0
Paraneptunicella	133.0	10.0	13.0	8.0	52.0	167.0	100.0	25.0	23.0	26.0	21.0	4.0	78.0	104.0	238.0	190.0	97.0	59.0	194.0	169.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	2.0	2.0	0	0	1.0	0	5.0	7.0	11.0	10.0	3.0	3.0	3.0	4.0	73.0	41.0	21.0	22.0	35.0	1.0	2.0	11.0	0	0	0	0	0	0	1.0	0	3.0	2.0	0	1.0
Lacimicrobium	103.0	43.0	8.0	10.0	123.0	382.0	175.0	43.0	25.0	41.0	52.0	20.0	62.0	87.0	291.0	185.0	70.0	71.0	290.0	200.0	1.0	0	0	0	0	0	1.0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	0	2.0	1.0	4.0	3.0	9.0	9.0	1.0	11.0	1.0	3.0	68.0	70.0	23.0	35.0	49.0	2.0	10.0	7.0	0	0	0	0	0	0	0	0	1.0	6.0	2.0	4.0
Hydrocarboniclastica	74.0	16.0	7.0	5.0	40.0	130.0	67.0	44.0	14.0	16.0	18.0	14.0	86.0	186.0	121.0	76.0	56.0	56.0	114.0	114.0	2.0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	1.0	25.0	9.0	18.0	21.0	5.0	3.0	6.0	2.0	37.0	26.0	11.0	34.0	6.0	0	11.0	12.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
Saliniradius	71.0	32.0	12.0	14.0	49.0	174.0	71.0	22.0	31.0	28.0	19.0	9.0	56.0	83.0	187.0	114.0	42.0	53.0	141.0	137.0	1.0	0	0	0	0	0	1.0	0	0	2.0	1.0	1.0	1.0	0	2.0	2.0	1.0	0	1.0	1.0	2.0	3.0	3.0	3.0	1.0	1.0	0	6.0	57.0	38.0	23.0	16.0	34.0	1.0	19.0	10.0	0	0	0	0	0	0	0	0	1.0	3.0	0	0
Planctobacterium	66.0	40.0	7.0	13.0	55.0	161.0	82.0	16.0	14.0	20.0	24.0	16.0	39.0	70.0	221.0	168.0	48.0	50.0	164.0	159.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	5.0	1.0	1.0	1.0	1.0	0	3.0	2.0	13.0	3.0	4.0	3.0	3.0	3.0	52.0	56.0	28.0	17.0	43.0	0	7.0	9.0	0	0	0	0	0	0	0	0	1.0	3.0	0	0
Saccharobesus	59.0	16.0	10.0	8.0	40.0	106.0	59.0	18.0	28.0	28.0	28.0	9.0	46.0	72.0	177.0	136.0	50.0	63.0	133.0	136.0	1.0	0	0	0	0	0	0	0	2.0	2.0	1.0	0	0	0	2.0	1.0	1.0	0	0	1.0	2.0	2.0	11.0	9.0	11.0	0	5.0	8.0	41.0	43.0	17.0	25.0	12.0	0	12.0	10.0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0
Aliiglaciecola	52.0	26.0	7.0	6.0	47.0	121.0	87.0	40.0	18.0	16.0	18.0	5.0	34.0	73.0	136.0	135.0	58.0	65.0	151.0	120.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	2.0	0	2.0	0	4.0	11.0	2.0	1.0	4.0	5.0	51.0	41.0	28.0	45.0	26.0	0	11.0	9.0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0
Glaciecola	40.0	33.0	6.0	17.0	34.0	72.0	53.0	16.0	17.0	17.0	36.0	7.0	23.0	52.0	107.0	88.0	35.0	35.0	95.0	82.0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	2.0	3.0	1.0	1.0	0	0	4.0	6.0	2.0	5.0	1.0	1.0	3.0	1.0	17.0	17.0	9.0	10.0	19.0	0	5.0	2.0	0	0	0	0	0	0	2.0	0	1.0	3.0	0	3.0
Gayadomonas	5.0	3.0	0	2.0	0	4.0	6.0	0	0	1.0	3.0	0	3.0	8.0	9.0	11.0	3.0	4.0	22.0	16.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	4.0	5.0	0	4.0	7.0	0	10.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas	4564.0	946.0	320.0	344.0	2733.0	7513.0	4434.0	1431.0	1239.0	1198.0	1316.0	691.0	2610.0	3840.0	11119.0	7666.0	3134.0	3411.0	9416.0	8384.0	83.0	2.0	1.0	0	13.0	3.0	30.0	4.0	11.0	57.0	44.0	10.0	10.0	1.0	202.0	62.0	43.0	17.0	75.0	51.0	236.0	222.0	330.0	584.0	230.0	146.0	196.0	224.0	2620.0	2078.0	1269.0	1256.0	1771.0	52.0	568.0	384.0	5.0	1.0	8.0	4.0	4.0	4.0	5.0	4.0	80.0	124.0	30.0	56.0
Flocculibacter	104.0	15.0	10.0	5.0	40.0	116.0	86.0	16.0	13.0	15.0	24.0	13.0	67.0	97.0	184.0	136.0	55.0	43.0	123.0	125.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	2.0	3.0	0	1.0	0	2.0	4.0	7.0	2.0	7.0	3.0	3.0	4.0	46.0	23.0	20.0	15.0	23.0	0	5.0	7.0	0	0	0	0	0	0	0	0	2.0	3.0	1.0	1.0
Psychrosphaera	71.0	28.0	5.0	9.0	74.0	248.0	166.0	48.0	31.0	30.0	49.0	12.0	56.0	90.0	200.0	196.0	91.0	76.0	237.0	230.0	0	0	0	0	0	0	3.0	1.0	0	2.0	0	0	0	0	1.0	3.0	1.0	0	1.0	2.0	2.0	5.0	8.0	4.0	4.0	2.0	4.0	2.0	49.0	44.0	41.0	41.0	41.0	2.0	14.0	14.0	1.0	0	0	0	0	0	1.0	1.0	1.0	3.0	0	4.0
Colwellia	658.0	179.0	59.0	79.0	281.0	631.0	665.0	215.0	182.0	177.0	239.0	125.0	321.0	653.0	1396.0	1079.0	509.0	469.0	1257.0	1074.0	13.0	0	0	0	2.0	0	6.0	0	2.0	6.0	3.0	0	0	0	17.0	11.0	7.0	4.0	8.0	7.0	29.0	32.0	44.0	58.0	30.0	19.0	18.0	28.0	266.0	232.0	141.0	167.0	153.0	6.0	100.0	54.0	0	2.0	1.0	0	0	2.0	0	2.0	8.0	15.0	2.0	8.0
Thalassotalea	651.0	152.0	75.0	89.0	369.0	919.0	637.0	237.0	200.0	172.0	257.0	85.0	366.0	485.0	1487.0	1119.0	453.0	487.0	1283.0	1073.0	9.0	0	0	0	5.0	0	7.0	0	2.0	5.0	6.0	3.0	0	0	23.0	6.0	2.0	0	6.0	2.0	32.0	26.0	41.0	70.0	32.0	16.0	28.0	32.0	286.0	249.0	134.0	170.0	164.0	4.0	71.0	56.0	0	0	3.0	2.0	0	1.0	0	0	15.0	12.0	2.0	10.0
Thalassomonas	329.0	72.0	27.0	25.0	224.0	874.0	459.0	122.0	103.0	97.0	116.0	42.0	244.0	448.0	939.0	548.0	230.0	249.0	863.0	648.0	8.0	0	0	0	1.0	0	2.0	0	0	9.0	1.0	0	0	0	11.0	8.0	3.0	1.0	5.0	3.0	13.0	17.0	30.0	22.0	9.0	10.0	12.0	15.0	234.0	219.0	65.0	99.0	158.0	4.0	30.0	36.0	1.0	1.0	0	0	0	0	1.0	0	3.0	7.0	3.0	4.0
Litorilituus	108.0	19.0	9.0	4.0	51.0	183.0	73.0	12.0	21.0	18.0	38.0	25.0	51.0	74.0	231.0	252.0	87.0	64.0	228.0	202.0	3.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	3.0	1.0	1.0	0	1.0	0	2.0	5.0	11.0	8.0	1.0	2.0	5.0	10.0	44.0	41.0	30.0	46.0	29.0	2.0	17.0	7.0	0	0	0	0	0	0	0	0	1.0	5.0	1.0	1.0
Cognaticolwellia	67.0	13.0	3.0	4.0	33.0	53.0	47.0	15.0	17.0	24.0	12.0	10.0	52.0	57.0	95.0	117.0	46.0	36.0	105.0	99.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	3.0	1.0	0	0	2.0	3.0	4.0	5.0	4.0	1.0	1.0	2.0	6.0	0	31.0	15.0	10.0	10.0	18.0	0	11.0	10.0	0	0	0	1.0	0	0	0	0	0	3.0	0	0
Idiomarina	811.0	156.0	59.0	71.0	504.0	1652.0	1064.0	208.0	322.0	202.0	208.0	76.0	464.0	724.0	2061.0	1210.0	543.0	619.0	1754.0	1568.0	13.0	0	0	0	3.0	0	3.0	1.0	1.0	7.0	3.0	1.0	3.0	1.0	30.0	10.0	5.0	5.0	8.0	5.0	25.0	31.0	47.0	48.0	24.0	17.0	29.0	27.0	439.0	283.0	174.0	182.0	243.0	8.0	102.0	62.0	0	1.0	1.0	0	1.0	0	1.0	1.0	8.0	15.0	4.0	8.0
Pseudidiomarina	132.0	20.0	2.0	11.0	58.0	170.0	62.0	16.0	14.0	22.0	19.0	12.0	71.0	99.0	179.0	92.0	83.0	83.0	221.0	169.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	5.0	0	0	0	3.0	0	3.0	2.0	9.0	1.0	2.0	3.0	5.0	8.0	58.0	19.0	12.0	25.0	24.0	0	9.0	8.0	0	0	0	0	0	0	0	0	0	1.0	1.0	0
Ferrimonas	410.0	41.0	25.0	15.0	346.0	736.0	585.0	283.0	60.0	123.0	163.0	50.0	414.0	731.0	737.0	484.0	416.0	291.0	739.0	828.0	4.0	1.0	0	0	1.0	0	1.0	0	0	3.0	3.0	0	0	0	4.0	1.0	3.0	2.0	5.0	5.0	16.0	34.0	39.0	48.0	15.0	15.0	31.0	27.0	218.0	200.0	114.0	149.0	70.0	6.0	49.0	45.0	2.0	0	1.0	1.0	0	0	0	0	0	10.0	3.0	5.0
Moritella	348.0	88.0	40.0	44.0	156.0	294.0	259.0	54.0	83.0	53.0	129.0	37.0	198.0	284.0	645.0	587.0	262.0	304.0	646.0	539.0	5.0	0	0	0	3.0	0	1.0	0	1.0	1.0	2.0	1.0	1.0	0	8.0	2.0	1.0	0	4.0	0	10.0	19.0	18.0	24.0	6.0	8.0	6.0	15.0	169.0	115.0	100.0	96.0	93.0	19.0	44.0	24.0	0	1.0	0	0	0	0	0	2.0	4.0	10.0	5.0	1.0
Psychromonas	145.0	42.0	17.0	22.0	71.0	145.0	111.0	65.0	32.0	43.0	56.0	20.0	80.0	144.0	253.0	233.0	130.0	131.0	243.0	200.0	5.0	0	0	0	0	0	0	0	1.0	0	2.0	1.0	1.0	0	6.0	0	0	0	3.0	0	5.0	11.0	12.0	12.0	2.0	6.0	8.0	8.0	64.0	63.0	41.0	60.0	33.0	3.0	35.0	12.0	2.0	0	0	1.0	0	0	0	0	0	1.0	0	3.0
Pseudomonas	132542.0	22055.0	10198.0	7867.0	1310025.0	4334776.0	289091.0	127766.0	202998.0	102697.0	56211.0	48198.0	177760.0	310321.0	631054.0	238158.0	166696.0	100642.0	524895.0	315259.0	1170.0	558.0	125.0	9.0	3776.0	293.0	1011.0	272.0	777.0	2185.0	685.0	452.0	248.0	88.0	4631.0	739.0	1691.0	427.0	2982.0	1231.0	353401.0	290823.0	57056.0	292114.0	96371.0	108782.0	89433.0	76428.0	741707.0	1082131.0	84808.0	698032.0	260794.0	12874.0	98594.0	79914.0	7863.0	2865.0	1140.0	2016.0	346.0	930.0	1265.0	624.0	8043.0	22771.0	2251.0	21693.0
Stutzerimonas	3699.0	652.0	217.0	189.0	23451.0	45779.0	8487.0	3423.0	4754.0	7164.0	2610.0	3475.0	4721.0	8802.0	8942.0	5233.0	7621.0	3976.0	13231.0	11783.0	39.0	2.0	1.0	0	54.0	1.0	27.0	8.0	17.0	134.0	32.0	3.0	4.0	0	55.0	5.0	53.0	11.0	56.0	18.0	5030.0	14204.0	1202.0	1296.0	1242.0	2069.0	1324.0	875.0	10801.0	8178.0	1967.0	15411.0	9093.0	321.0	5262.0	1999.0	88.0	125.0	13.0	15.0	9.0	18.0	26.0	9.0	158.0	225.0	61.0	818.0
Denitrificimonas	3046.0	112.0	38.0	47.0	943.0	6470.0	345.0	538.0	441.0	490.0	771.0	1451.0	1611.0	3935.0	5716.0	7808.0	7686.0	6809.0	29908.0	18859.0	33.0	0	0	0	7.0	0	3.0	0	6.0	14.0	8.0	12.0	5.0	3.0	47.0	33.0	96.0	29.0	246.0	100.0	96.0	233.0	106.0	223.0	173.0	67.0	54.0	86.0	1759.0	1419.0	757.0	4454.0	196.0	13.0	1019.0	88.0	2.0	4.0	3.0	4.0	0	5.0	4.0	4.0	45.0	38.0	21.0	167.0
Thiopseudomonas	1859.0	58.0	37.0	19.0	366.0	1208.0	188.0	293.0	313.0	121.0	219.0	480.0	1043.0	1247.0	2342.0	1645.0	3957.0	2723.0	9185.0	2616.0	8.0	0	0	0	0	0	0	0	1.0	6.0	3.0	2.0	1.0	1.0	14.0	10.0	19.0	8.0	35.0	13.0	62.0	75.0	54.0	104.0	29.0	10.0	8.0	13.0	300.0	232.0	147.0	605.0	46.0	2.0	158.0	33.0	0	1.0	1.0	0	2.0	2.0	2.0	1.0	3.0	5.0	4.0	27.0
Halopseudomonas	1650.0	299.0	139.0	130.0	2442.0	7847.0	4830.0	1102.0	677.0	875.0	775.0	695.0	2071.0	3848.0	3320.0	2213.0	2489.0	1284.0	4350.0	4338.0	14.0	3.0	0	0	9.0	0	4.0	1.0	1.0	13.0	7.0	2.0	4.0	0	21.0	3.0	20.0	6.0	20.0	5.0	911.0	1154.0	311.0	249.0	158.0	192.0	142.0	192.0	1839.0	1490.0	387.0	1300.0	559.0	42.0	408.0	299.0	28.0	11.0	7.0	1.0	0	4.0	2.0	5.0	21.0	25.0	6.0	32.0
Azotobacter	1099.0	142.0	29.0	55.0	1967.0	5388.0	1698.0	843.0	470.0	446.0	463.0	365.0	1614.0	2890.0	2399.0	1703.0	1734.0	760.0	2921.0	3184.0	5.0	1.0	0	0	4.0	0	0	1.0	3.0	6.0	1.0	0	0	1.0	16.0	7.0	23.0	1.0	12.0	5.0	581.0	515.0	121.0	177.0	68.0	95.0	121.0	89.0	1050.0	691.0	272.0	624.0	273.0	26.0	334.0	203.0	8.0	2.0	1.0	2.0	0	1.0	5.0	0	11.0	19.0	7.0	29.0
Entomomonas	299.0	65.0	37.0	23.0	102.0	264.0	265.0	69.0	67.0	51.0	92.0	48.0	174.0	402.0	409.0	363.0	211.0	219.0	600.0	464.0	6.0	0	0	0	1.0	0	0	0	1.0	5.0	0	0	0	1.0	4.0	1.0	2.0	0	3.0	2.0	37.0	55.0	35.0	46.0	15.0	11.0	14.0	12.0	82.0	88.0	109.0	230.0	36.0	29.0	162.0	41.0	1.0	1.0	0	0	0	1.0	1.0	0	2.0	2.0	2.0	4.0
Permianibacter	114.0	53.0	15.0	5.0	48.0	221.0	445.0	35.0	27.0	43.0	37.0	15.0	138.0	305.0	229.0	142.0	107.0	74.0	183.0	181.0	1.0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	3.0	3.0	2.0	1.0	1.0	0	5.0	10.0	11.0	14.0	5.0	8.0	6.0	3.0	68.0	50.0	17.0	33.0	17.0	0	15.0	7.0	0	0	0	0	0	0	0	0	2.0	1.0	2.0	0
Marinobacter	2103.0	444.0	166.0	168.0	1975.0	4410.0	5962.0	1383.0	473.0	702.0	805.0	370.0	2152.0	4339.0	3600.0	2328.0	2238.0	1545.0	4427.0	3753.0	21.0	1.0	0	0	5.0	0	7.0	2.0	5.0	16.0	13.0	2.0	1.0	2.0	32.0	8.0	18.0	7.0	22.0	12.0	541.0	443.0	361.0	267.0	97.0	89.0	114.0	107.0	1558.0	1033.0	536.0	1056.0	342.0	37.0	364.0	283.0	6.0	5.0	7.0	3.0	0	3.0	3.0	3.0	14.0	32.0	9.0	32.0
Ketobacter	136.0	26.0	6.0	5.0	55.0	175.0	100.0	24.0	22.0	63.0	45.0	40.0	114.0	261.0	212.0	139.0	115.0	71.0	231.0	255.0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	1.0	6.0	4.0	10.0	15.0	10.0	3.0	9.0	2.0	72.0	74.0	26.0	159.0	16.0	2.0	22.0	5.0	0	0	0	0	0	0	0	0	2.0	0	0	10.0
Pseudohongiella	70.0	22.0	9.0	0	45.0	104.0	60.0	42.0	9.0	20.0	27.0	17.0	57.0	124.0	137.0	79.0	47.0	88.0	142.0	125.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	32.0	22.0	23.0	17.0	1.0	0	2.0	2.0	39.0	29.0	17.0	22.0	18.0	3.0	14.0	4.0	1.0	2.0	0	0	0	1.0	0	0	1.0	1.0	0	0
