	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD1_spa_i	CD2_ita_i	CD2_spa_i	CD3_ita_i	CD3_spa_i	CD4_ita_i	CD4_spa_i	CS1_ita_i	CS1_spa_i	CS2_ita_i	CS2_spa_i	CS3_ita_i	CS3_spa_i	CS4_ita_i	CS4_spa_i	DD1_ita_i	DD1_spa_i	DD2_ita_i	DD2_spa_i	DD3_ita_i	DD3_spa_i	DD4_ita_i	DD4_spa_i	DS1_ita_i	DS1_spa_i	DS2_ita_i	DS2_spa_i	DS3_ita_i	DS3_spa_i	DS4_ita_i	DS4_spa_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD1_spa_n	CD2_ita_n	CD2_spa_n	CD3_ita_n	CD3_spa_n	CD4_ita_n	CD4_spa_n	CS1_ita_n	CS1_spa_n	CS2_ita_n	CS2_spa_n	CS3_ita_n	CS3_spa_n	CS4_ita_n	CS4_spa_n	DD1_ita_n	DD1_spa_n	DD2_ita_n	DD2_spa_n	DD3_ita_n	DD3_spa_n	DD4_ita_n	DD4_spa_n	DS1_ita_n	DS1_spa_n	DS2_ita_n	DS2_spa_n	DS3_ita_n	DS3_spa_n	DS4_ita_n	DS4_spa_n
Giesbergeria	32679	45	0	0	1313	39	1998	56	182	0	164	0	0	11	28	11	4	0	6	0	41182	1618	57936	1269	29707	1200	202324	1438	3875	473	575	0	7367	56	70837	47	584	0	0	0	15	3	0	4	3	2	3	2	1	5	9	42	10	6	15	5	139	30	12	59	117	51	199	68	85	59	1	3	30	1	114	20
Azonexus	8598	14	0	0	12833	6	6110	0	157	8	21	6	15	0	65	0	0	0	0	0	10456	2218	9296	10	477	82	636	20	845	0	36	0	794	13	4999	415	54	2	0	0	78	3	2	3	4	1	2	1	5	0	44	0	2	0	3	0	12	40	4	17	17	12	1	23	27	9	1	1	7	4	18	34
Bifidobacterium	6219	17	18	8	20	15	127	86	277	158	319	375	3485	0	34986	5	43951	28	3623	6	22264	100	28192	341	52235	579	38398	243	4796	17	11324	4	39985	499	26462	48	56	4	1	0	6	5	0	14	8	5	2	19	15	0	387	5	200	8	23	3	18	13	4	36	80	36	48	39	86	10	22	8	103	19	55	8
Thermus	5573	517	68	21	29	3253930	74545	79355	192	270951	9265	4795	26631	0	4641	0	188049	0	5972	0	2689	0	845	308	20032	371	9257	60050	647	164062	3661	54	14299	1055	5439	32	54	0	0	0	3	6336	7	151	6	550	10	45	51	4	163	0	449	18	12	0	10	3	1	20	47	46	15	293	15	638	9	9	24	7	6	5
Ottowia	5396	3171	73	61	5262	49	6793	143	37288	260	2228	270	105	0	381	0	767	10	79	8	45135	2577	160519	840	111681	3424	30919	1701	65497	297	2416	0	123536	85	141921	137	135	21	0	0	48	24	4	17	87	43	19	25	17	1	101	8	51	7	7	10	35	28	11	76	229	69	76	70	253	45	20	2	222	13	185	20
Elizabethkingia	15195	2706	330	144	5105	388	2283	771	7866	707	4358	118	1059	50	1271	27	1792	49	55	133	10007	910	13193	1113	35981	1156	13468	1452	16288	880	14809	0	11436	590	10200	94	141	8	0	0	29	46	0	29	40	50	9	6	10	5	74	4	38	1	6	2	11	16	3	31	291	20	43	31	117	18	49	3	76	3	56	5
Limosilactobacillus	4694	1127	301	815	11	2004	180	30502	5	50843	5	49750	2223	720	7047	312	300778	2017	28924	40113	1265	68836	2211	209462	28680	116803	53729	286597	1751	11529	124143	617	35092	41672	17509	39361	43	7	0	0	0	31	2	96	0	95	1	132	34	9	177	9	1131	24	42	122	5	164	0	747	71	225	55	792	28	136	110	33	62	87	25	154
Turicibacter	4054	1515	369	253	0	52	25	417	0	1772	0	631	486	63	2178	7	13603	398	538	560	787	28384	1430	53386	7414	14300	9684	48100	533	852	94490	29	4275	3724	2990	1649	48	12	1	1	0	13	0	18	0	28	0	21	23	5	124	2	146	20	14	25	5	69	0	200	44	52	11	195	18	39	111	9	25	23	15	51
Gordonia	4055	171	18	210	266634	6	535175	39	1125193	24	1028649	147	2370	0	247049	16	79707	0	102257	0	43453	1409	705559	0	33999	60	30267	65	91156	87	47921	0	58233	18	28172	4117	92	6	5	5	504	1	41	5	1117	1	680	8	80	2	1970	13	307	8	127	6	39	42	36	13	141	63	63	32	443	65	71	9	205	9	112	127
Anoxybacillus	3879	355	36	0	1965	344230	165106	908694	0	20530	122205	64993	157	94	1432	2924	1679	202	418	134	1516	808350	2323	1076606	10881	3616483	3626	8070943	86	1473329	1825	2087533	1308	9739271	644	1511178	24	6	0	0	8	1627	13	3529	0	297	114	494	18	13	103	102	38	99	13	60	4	1536	3	5216	36	15553	15	44271	7	9869	6	9548	9	16085	6	7464
Thauera	3837	11	0	0	46461	2253	61396	824	89	99	141	178	68	0	39	13	33	6	53	0	23262	259109	41394	1908	2396	2805	1157	9784	1042	63	237	0	2068	203	5169	173	102	2	0	0	214	27	12	13	10	5	3	4	6	4	62	18	10	7	3	6	20	1602	8	237	32	285	15	568	58	43	6	5	59	16	41	46
Shinella	3978	146	0	0	9928	0	19265	15	8401	28	483	15	174	0	82	0	8	0	4	0	27262	177033	230727	44704	181598	95	9266	4825	7442	60	75	0	28677	12	25290	216	77	2	0	0	74	8	4	6	77	6	4	10	25	1	80	10	22	5	7	11	18	354	11	402	286	26	44	164	132	33	4	3	103	5	44	31
Escherichia	3675	5398	2050	2067	1479	6081	99582	14461	818	3212	370	3311	4053	3568	2676	2711	1994	4467	3034	3511	1158	3066	7901	3459	3280	18522	9636	13491	1932	4169	26014	2850	11632	3233	7325	2815	105	82	8	1	31	684	11	531	26	285	20	223	128	221	528	445	208	626	127	481	20	181	5	449	129	716	64	802	75	442	70	403	160	417	104	422
Dermabacter	8125	52	0	12	6768	6	5451	1085	1161	42	6707	21765	1869	0	32120	0	23403	0	12756	314	7088	0	27989	0	16632	0	6853	0	3708	0	31258	0	34269	0	41828	0	136	2	1	0	12	9	1	13	3	4	11	44	7	0	575	5	94	0	24	6	48	0	18	0	22	0	55	1	40	1	36	0	65	0	90	0
Erysipelothrix	4916	0	0	0	60	0	88	47	0	21	6	443	16	0	258	0	109	0	33	0	2170	310	5035	115	1626	96	2483	99	1830	0	507	0	3786	0	2861	0	76	1	0	0	1	1	0	4	1	12	1	3	1	0	13	1	3	0	2	1	9	4	1	6	19	5	15	5	47	11	7	1	40	4	22	3
Petrimonas	8308	36	0	43	605	0	471	0	0	8	0	0	0	0	0	0	0	0	34	0	5007	39	13373	0	6068	499	4336	33	5840	0	774	0	14101	530	9398	0	253	0	0	0	4	0	1	0	1	1	1	0	1	0	5	1	4	0	4	0	25	3	25	4	48	6	27	2	195	2	11	0	137	3	66	3
Williamwhitmania	2557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	537	15	0	8	0	0	0	0	0	0	0	11	5	0	0	81	0	0	0	2	0	0	1	2	0	0	0	1	0	1	2	0	0	0	0	15	47	0	12	10	3	0	2	1	6	0	0	1	0	1	1
Arcobacter	6048	0	0	14	446	0	2381	0	19	0	15	0	317	10	5	0	6	0	0	0	2965	158	3059	0	1840	41	16187	34	6222	49	1043	0	5134	41	9511	1017	41	0	0	0	11	0	0	0	2	0	0	1	22	0	10	5	0	2	0	2	2	22	1	10	21	33	39	26	49	5	9	0	23	0	15	26
Gulosibacter	2623	53	0	7	2729	13	1940	1717	8540	8067	4103	7654	31	0	623	0	575	0	271	0	25084	37	59553	48	9634	34	8180	59	15951	0	1776	0	12520	0	20992	5	48	1	0	1	17	2	0	16	19	81	6	38	4	1	105	1	33	0	14	1	10	4	5	3	36	1	15	6	107	3	13	0	54	0	38	1
Nocardioides	2808	207	9	0	1874	35	1182	351	2275	343	3121	263	1284	21	11913	19	537	30	650	0	30090	202	115903	53	57791	35	2331	16	31885	23	477	0	23587	302	29108	138	46	7	3	0	65	23	2	22	42	31	13	29	45	4	698	19	93	23	17	10	23	18	18	32	119	27	32	31	373	40	8	5	151	22	101	42
Paenacidovorax	4781	0	0	0	7862	0	17519	0	49	6	0	0	0	0	0	0	0	0	0	23	5190	1195	8091	5374	5740	68	4206	928	6300	28	272	6	7165	175	22427	91	39	0	0	0	29	0	6	1	0	0	1	0	2	0	4	1	3	0	0	1	8	6	3	65	10	2	8	34	48	0	0	0	22	2	46	4
Uruburuella	2989	89	5	16	262	0	458	0	8	13	71	0	194	0	6	0	0	0	6	0	2821	594	9325	396	13173	13668	3181	1397	888	23	21805	0	9761	132	4557	7	24	1	0	0	2	0	0	0	1	0	2	0	9	1	6	0	0	1	0	0	1	11	0	7	20	45	2	12	6	2	28	0	22	0	12	0
Jeotgalibaca	2253	0	0	0	7	0	39	8	0	2282	0	15875	21	0	73	0	86	12	0	0	726	3813	4384	123	282	174	1051	4793	159	8	51166	0	12535	5	990	8	23	0	0	0	0	1	1	3	0	26	0	90	2	0	12	2	4	0	0	2	8	17	0	13	9	7	5	45	5	9	64	3	36	3	9	7
Lactococcus	5633	712	56	232	731	28	493	118	229	90	153	500	1183	0	750	14	857	12	191	81	2597	96	30360	582	6137	205	45427	92	1409	252	25044	0	5625	321	3138	122	44	0	1	0	0	11	0	2	0	6	2	6	23	3	55	1	89	0	1	3	6	7	5	19	42	6	52	19	11	7	37	1	21	1	12	1
Vibrio	3583	111	53	56	1457	52	4513	71	588	0	236	68	796	0	248	34	181	5	132	0	1645	747	1469	503	8134	255	4901	289	2020	572	1587	0	4093	89	7656	74	70	10	2	0	19	42	5	38	21	15	5	20	32	10	95	29	37	40	18	25	15	51	2	108	206	77	56	122	44	88	26	44	73	31	53	39
Fervidobacterium	1902	345	72	118	0	6699	0	2398	0	495	0	4	601	0	2588	0	2282	0	1409	0	204	0	92	4	2907	51	5866	2322	279	44539	3915	64	1388	1204	1003	27	42	5	0	0	1	103	0	52	2	15	0	7	29	0	171	1	132	3	42	0	9	10	1	14	57	37	19	237	4	359	13	23	17	29	16	41
Proteiniphilum	6201	0	0	0	476	0	897	12	0	0	0	0	0	0	0	0	18	0	41	0	3950	63	13688	0	5009	262	2413	26	4777	0	659	0	12899	428	6154	0	122	0	0	0	8	0	0	1	0	3	0	0	0	0	6	1	5	1	2	0	24	1	7	2	50	7	15	6	103	1	7	0	99	3	42	3
Propionibacterium	2761	10	9	36	424	0	879	66	2489	336	2485	612	25	0	173	105	471	0	41	0	6473	129	11379	749	2622	58	2161	241	4961	27	415	0	12615	0	6794	452	22	0	0	0	13	1	2	6	29	12	14	28	4	1	107	1	22	2	13	0	17	11	8	41	11	1	7	17	72	15	7	7	65	1	30	24
Actinomyces	2460	5	0	0	578	4	732	23	299	13	231	345	28	0	434	62	454	0	286	13	4028	8	6078	0	2100	55	2136	43	3582	8	3272	0	5528	29	5611	39	47	4	0	0	4	2	0	6	6	2	5	5	6	1	31	23	10	3	7	0	21	2	8	2	20	5	20	12	62	5	17	2	50	3	32	6
Delftia	2455	58	0	0	1029	224	3358	92	1170	52	300	201	308	8	41	18	0	27	11	228	3670	518234	6104	171792	12198	1939	4095	92159	4905	608	2177	0	9791	778	12601	139	79	2	0	0	21	129	4	34	19	27	3	31	11	8	30	18	8	16	6	17	19	685	3	731	123	47	31	695	131	45	11	3	73	19	67	13
Psychrobacter	3914	870	1758	277	35123	20828	28643	122526	51879	509916	33981	3677796	148910	11971	324003	3299	190710	7243	81539	20765	1341	309689	5655	45065	3373	92497	5626	47052	76130	36347	300295	14	162768	54728	74610	3834	45	22	13	1	83	342	2	419	105	2025	44	8194	454	140	3187	441	821	327	132	327	4	670	2	290	54	325	16	353	250	471	284	34	252	141	99	131
Stutzerimonas	1958	130	69	10	67111	1554	140887	1843	2959	160	844	1240	3203	380	1654	266	1013	394	202	126	2296	14913	5138	12665	13583	112	5908	15514	3868	1515	1617	0	14428	791	9915	131	21	5	0	0	36	91	2	30	19	19	2	28	9	5	74	23	18	34	8	15	5	174	1	338	51	42	17	637	45	113	6	4	49	24	23	33
Clostridioides	4193	57317	32171	48893	845	44214	18874	34038	488	36320	1885	45324	15674	52124	22643	43430	27285	54010	58256	52954	959	26108	1084	19155	1133	48381	755	16496	1179	47328	2689	73320	19383	47433	11455	66111	383	1229	146	38	79	6663	64	4296	48	1947	115	2545	1247	2483	7322	6049	2628	8261	2209	5557	26	1393	7	3759	210	6225	28	5053	107	5783	121	6453	1478	5225	607	5495
Xanthomonas	2509	26	14	11	3352	243	2926	288	11906	75	3296	31	156	0	468	23	306	0	33	19	4511	1612	8029	876	6867	382	3846	869	7655	216	2074	61	6837	563	6365	272	50	1	1	0	47	21	1	21	243	12	24	4	8	1	56	7	22	2	0	0	18	12	8	36	93	15	19	59	124	24	18	1	80	10	68	13
Alishewanella	2287	0	0	0	105047	0	669493	12	366	0	116	0	10	0	24	0	12	6	0	0	1084	61	481	40	7739	16	2653	0	3187	194	1151	12	6544	0	4901	1	76	0	0	0	184	2	19	5	41	1	10	1	7	6	22	4	14	0	5	0	5	17	1	22	157	10	38	8	106	49	27	7	53	3	26	6
Globicatella	3062	226	174	87	77	22	56	7	16	10	7	116	208	0	13	0	180	27	0	28	1765	41	3176	0	1992	0	3475	22	1844	126	706	0	2389	6	3076	15	49	4	0	0	0	1	1	1	0	0	0	3	2	1	26	0	9	1	1	1	7	3	5	1	20	2	22	2	36	1	3	0	21	0	15	2
Glaesserella	1576	9	0	10	319	0	99	312	0	0	69	0	14	0	0	0	50	0	16	0	220	110	1037	363	553	301	4102	534	139	245	236	30	418	423	894	348	51	0	0	0	2	11	0	3	0	9	1	14	3	0	45	2	20	1	4	3	4	3	0	11	20	32	15	26	24	15	2	12	11	6	14	11
Pseudochelatococcus	1456	0	0	0	64	0	144	0	178	0	51	0	0	0	0	0	0	0	0	0	244	47	118	0	12318	0	6935	0	38	0	0	0	470	0	1403	0	36	1	1	0	4	0	0	0	5	0	0	0	0	0	1	0	1	0	1	0	1	2	1	0	45	0	30	2	6	0	0	1	10	0	12	0
Prevotella	1758	206	156	174	87	191	265	2519	30	22777	0	5003	321	76	2099	134	426351	5572	6425	8593	728	9810	945	38199	2970	10039	7806	101603	1449	258	95793	70	21469	657	17417	592	236	18	3	0	11	128	0	262	4	775	1	301	61	54	719	218	2885	425	133	439	27	324	2	1170	154	898	108	2011	173	291	286	197	323	97	195	422
Brachybacterium	3385	136	16	10	2703	423	1961	10791	856	47274	3297	121468	928	18	10342	0	7011	233	5448	162	3787	930	11580	64	7520	351	3602	205	8441	41	13486	0	15089	8	15315	433	74	13	1	1	18	62	2	110	21	306	20	462	14	5	446	10	110	10	44	7	24	45	8	38	24	19	32	34	117	43	39	5	95	6	82	43
Mycobacteroides	7578	2219	312	478	4302	224	5472	1894	6699	867	17918	4779	5060	303	13172	9	6436	51	1936	380	4337	3393	18895	2599	3150	5317	7434	1961	2461	481	18868	29	16093	1173	20724	730	44	8	5	0	89	14	0	18	150	9	636	48	45	6	371	2	115	6	25	2	12	127	6	116	57	70	28	186	77	16	36	0	70	8	48	10
Listeria	2147	150	24	12	398	473	145	1974	6	15	15	393	377	0	223	5	118	48	28	0	1046	212	2332	482	935	1103	2279	385	901	60	1239	0	1949	247	926	0	39	2	0	0	3	8	0	17	1	5	1	8	4	3	23	3	12	5	5	3	9	2	2	10	12	13	15	13	22	10	4	15	20	10	21	7
Morganella	1241	38	0	12	13	0	136	0	69	0	7	0	0	0	0	0	0	0	0	0	589	103	433	12	465	19803	22866	82	540	0	227	0	4028	4	18249	0	32	2	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	3	0	15	0	6	32	270	28	36	14	2	3	0	25	0	36	1
Metalysinibacillus	1634	427	48	194	0	0	0	6	0	19	0	1150	0	0	0	0	0	0	0	0	334	0	1868	0	9148	82	7583	0	3996	0	5197	0	7503	101	9012	0	25	5	0	0	0	0	0	1	2	5	1	17	0	0	5	0	2	0	0	0	3	0	0	0	70	3	20	0	51	0	20	0	85	1	36	0
Thermomonas	1407	53	8	0	1073	187	5762	92	1859	0	303	26	67	0	205	0	37502	0	8	0	12668	1294	33490	1014	22171	267	4003	5133	3228	216	155	15	3837	274	9544	132	26	3	0	1	15	10	1	3	40	1	8	1	4	0	88	2	134	4	3	1	11	20	5	49	47	18	26	95	88	39	2	4	39	9	35	25
Kocuria	1907	916	22	42	1657	402	2083	829	5026	2240	2844	28569	695	27	7040	8	2006	114	8607	167	3550	428	18065	117	2888	359	3110	82	12935	53	41249	0	45843	21	85084	19172	32	10	1	0	33	37	1	32	23	107	25	164	32	4	477	13	110	13	27	6	12	6	2	14	28	22	26	29	148	18	70	1	131	6	116	132
Mannheimia	1135	378	18	77	40	18	164	13	22	0	0	0	10	0	22	0	20	0	0	0	396	56	326	59	1056	239	19911	110	801	11	484	6	1328	171	2269	0	19	2	0	0	0	4	0	0	0	1	0	4	1	0	6	1	2	0	0	0	2	7	0	6	14	20	28	47	11	6	11	1	2	0	6	0
Epilithonimonas	3374	2661	152	41	5994	26	732	8	3434	0	8368	19	377	18	167	7	300	15	0	9	2159	424	3334	523	5975	424	3800	654	4190	195	2723	0	3589	124	3863	8	35	9	0	0	28	9	1	4	16	4	16	3	15	2	17	2	24	8	2	1	3	8	0	14	51	12	6	15	37	8	13	0	10	1	9	8
Georgenia	2247	0	0	0	82	0	28	0	23	0	50	0	0	0	74	0	0	0	42	0	3152	8	4327	0	1724	0	831	0	1169	9	32	0	2294	0	1878	0	18	1	0	0	2	1	0	0	4	1	1	1	0	0	15	1	4	0	5	0	16	2	4	1	5	2	7	1	21	13	0	1	6	0	5	2
Propionivibrio	1209	148	0	0	46	811	342	247	109	46	64	46	7	0	10	0	10	0	8	0	3002	288	17805	121	1320	25	290	87	231	0	26	0	222	0	346	97	39	0	0	0	5	11	0	7	3	1	0	0	2	1	27	1	5	2	0	2	5	19	4	13	25	5	5	1	6	5	0	1	4	0	8	9
Methylomonas	1089	1197601	471482	537088	0	0	102	0	7	0	6	8	232	0	13036	0	32401	0	17783	0	120	0	1634	0	43633	0	5649	0	133	0	1006	0	75762	0	23733	0	81	936	69	13	0	0	0	0	5	1	2	0	42	0	505	1	325	0	72	0	12	0	10	0	353	1	58	1	46	0	30	0	250	0	60	0
Aerococcus	1170	199	3902	73	0	96	27	132	0	784	0	21120	941	0	294	27	197	190	5	212	156	6540	4247	43	828	2845	296	741	356	105	77089	0	34744	19	166	634	34	9	4	0	1	11	0	7	1	24	1	88	27	0	63	4	18	15	2	8	4	41	4	20	15	48	8	37	13	36	91	2	74	7	5	36
Paraeggerthella	999	0	0	0	51	0	97	0	0	0	6	0	0	0	0	0	0	0	0	0	3088	31	14367	12	660	0	526	0	975	0	22	0	4538	34	3739	0	22	0	0	0	6	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	1	1	5	0	7	0	11	1	0	0	23	5	7	1
Vogesella	1097	21	0	0	11524	8026	285086	29467	33	38	0	374	397	0	0	0	0	7	0	5	1151	1500	182	10860	243	30488	323	4178	262	111	123	0	231	29	643	829	63	2	0	0	63	241	11	424	9	34	2	28	12	1	7	5	0	2	2	3	21	133	2	635	17	707	4	431	6	58	1	0	14	5	6	80
Riemerella	2647	235	39	9	1027	14	225	39	968	45	400	0	48	0	17	0	116	0	14	0	2385	29	4685	192	5337	156	4524	403	2629	58	2419	0	1284	41	2221	54	21	0	0	0	5	0	0	2	5	8	2	1	0	0	11	0	4	1	0	0	3	0	0	0	68	3	6	8	25	5	4	0	11	0	9	0
Fusibacter	1926	0	0	0	73	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	889	15	469	0	634	0	1252	0	416	0	0	0	217	0	502	0	37	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	2	0	1	0	0	1	3	1	6	0	4	0	4	0	0	1	2	1	3	1
Dysgonomonas	1490	0	0	0	5	0	32	7	4	0	0	0	12	0	8	5	41	0	13	0	1548	18	2080	24	2068	45	751	23	515	0	29	0	1803	77	690	0	45	0	0	0	3	1	0	4	1	1	0	2	3	0	4	3	7	3	0	1	8	8	3	7	18	2	1	23	23	3	4	1	29	0	10	2
Faecalibacter	3205	1339	5404	5150	6395	0	70	0	8	0	5	0	55	0	962	0	29	0	105	0	6180	0	2073	94	2024	7	4896	30	3760	0	9752	0	948	17	3286	10	428	123	0	0	31	1	1	1	3	0	1	0	8	0	80	0	12	0	6	0	47	0	10	2	278	0	397	2	358	0	494	0	214	0	373	0
Tannerella	5138	0	0	14	326	0	161	11	107	0	0	0	27	0	38	0	4725	5	4	0	1854	33	4446	0	2266	98	2860	0	2843	0	329	0	3520	43	3359	0	104	0	0	0	1	0	0	3	0	0	0	0	1	0	11	0	46	7	0	1	14	1	5	0	23	3	8	3	56	3	1	0	45	1	15	1
Parabacteroides	1613	124	18	20	588	0	366	20	173	689	75	48	105	6	138	0	7494	1172	375	1211	985	1090	1702	1169	1024	452	729	2512	1756	11	22833	6	1823	43	1894	12	115	1	3	0	15	9	0	16	2	78	1	12	4	7	92	5	153	106	15	56	19	39	7	132	31	80	20	192	73	40	79	11	50	17	36	34
Romboutsia	821	48	59	60	0	9	29	87	0	116	0	71	137	0	609	0	17229	513	220	535	141	3220	373	5711	2635	977	6389	12686	112	229	28489	0	1422	609	1472	264	27	5	1	1	2	13	0	9	1	11	2	7	13	2	75	3	169	30	6	27	3	31	2	79	35	18	28	67	9	20	69	4	16	10	8	9
Metasolibacillus	1005	346	6	16	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	196	0	80	0	901	294	2130	0	1647	0	2317	0	1188	636	1514	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	4	8	22	0	26	2	10	1	11	2	17	1
Terrisporobacter	930	149	194	114	0	97	41	569	0	678	0	891	112	56	1177	19	9403	969	763	818	215	7408	462	7365	3478	3737	6709	8807	237	853	10207	47	3328	4973	2168	1931	21	6	1	1	0	12	0	18	2	11	0	20	19	1	98	7	216	53	11	23	2	38	0	138	30	41	16	120	14	34	57	14	25	23	12	39
Thiopseudomonas	1305	0	0	0	224	0	1034	6	0	12	6	0	0	0	0	15	0	0	50	0	1272	26	1177	58	1833	0	5934	1148	7058	0	1836	0	11016	127	14293	0	20	0	0	0	2	0	0	1	0	0	0	0	1	0	6	2	4	0	2	0	5	3	0	5	13	3	16	35	88	1	10	0	73	0	24	0
Fluviicola	919	35	0	0	86	0	29	0	1004	0	0	6	0	0	0	0	0	0	0	66	415	57535	2822	72029	7003	43	2967	3556	179	0	25	0	254	0	409	0	39	7	0	0	3	5	0	3	28	1	0	10	1	1	9	1	8	0	1	19	3	640	1	1298	63	9	25	343	10	10	2	0	13	2	2	6
Vagococcus	900	11	93	9	75	0	255	0	6	12	9	3818	36	0	209	0	98	0	22	12	498	57	5515	62	7700	4195	1639	1142	329	0	1800	0	3486	26	518	6	30	2	0	0	5	1	0	7	0	11	2	41	11	1	19	2	8	2	1	4	1	10	6	12	48	49	9	46	17	5	15	0	21	2	9	5
Alicycliphilus	1109	8	0	0	240	0	833	0	242	17	50	0	0	0	23	0	0	8	0	0	1362	1051	5902	29738	3138	1292	1741	298	1243	0	74	0	1644	128	6096	116	38	0	0	0	10	1	0	0	2	0	1	1	1	0	6	1	5	1	0	0	6	10	6	163	43	20	11	24	50	9	2	1	40	3	30	14
Xylophilus	1658	0	0	0	608	0	1853	0	61319	0	105102	0	37	0	1116	10	77	0	43	0	1552	2648	2571	528	1764	141	1471	80	1254	12	8	0	2897	0	3847	35	10	0	0	0	12	0	4	0	103	0	101	3	3	0	88	10	17	2	0	1	1	4	0	9	14	2	7	3	17	4	1	1	12	1	15	3
Bacillus	909	929	112	461	300	249	420	1088	90	93	77	309	65	0	134	8	117	36	11	0	701	502	890	670	1478	3844	4319	5505	1675	2104	2424	3639	2940	6853	3617	994	38	7	0	1	22	31	1	57	22	10	21	14	16	10	96	27	40	16	10	13	2	19	0	52	24	146	32	289	22	92	22	104	65	119	29	77
Brooklawnia	1120	0	0	0	19	0	33	0	188	5	66	0	23	0	50	99	5	0	29	0	1770	0	1799	0	213	0	316	0	331	0	98	0	633	0	462	0	11	0	0	0	4	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	5	0	2	2	3	0	0	1	6	1	0	0	4	0	7	1
Trueperella	923	27	56	13	23214	170	19296	33009	176	144	7451	526	61904	7811	10471	2102	13856	4611	177338	916	1784	12581	12745	233	364	22	7057	23	1006	219	227	10	5790	6	2440	43	39	2	0	2	66	21	0	132	8	13	21	21	171	31	250	67	118	60	186	28	8	46	1	22	5	1	23	13	27	34	4	8	40	0	11	15
Pseudochrobactrum	696	0	0	20	198	0	68	0	459	5	182	0	0	0	20	0	8	0	0	0	434	7429	2055	613	8627	6	493	86	492	28	304	0	1716	4	781	0	15	0	0	0	6	3	0	5	9	6	3	2	2	0	13	1	8	0	0	0	4	28	1	39	51	2	3	12	16	4	5	0	21	0	6	0
Haoranjiania	589	0	0	6	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	184	8	336	0	144	51	122	3	155	0	28	0	183	25	261	0	12	1	0	0	0	1	0	3	1	4	0	6	0	0	7	0	3	0	0	0	1	0	0	0	12	8	1	5	13	0	2	0	3	2	4	0
Glutamicibacter	741	101	18	9	234	119	231	19940	82	28343	67	11345	256	13	196	6	140	6	6	7	2584	12245	7539	1407	8804	1089	1442	1764	26080	191	38209	0	44226	455	37540	15	17	0	0	0	7	8	0	88	6	132	3	96	10	1	41	2	10	2	3	2	5	48	2	24	27	15	8	29	179	13	75	1	111	6	224	0
Luteimonas	945	0	0	0	24860	177	791	519	25943	6	956	776	61	4	430	0	884	7	58	0	1851	1093	5876	96	2438	56	1095	160	35764	44	1474	0	4135	105	3888	42	23	0	1	0	176	12	1	4	105	11	7	29	7	2	162	5	50	1	12	6	4	12	6	17	29	19	4	19	445	16	15	4	39	6	40	15
Aquabacterium	1074	111	6	22	57819	68	289696	66	12799	0	5821	0	485	6	658	0	489	0	28	0	1723	2953	4647	33065	3693	65	2471	3446	2332	127	1458	0	3975	34	18638	2863	23	65	5	0	241	8	28	2	97	2	15	9	35	3	116	13	38	17	10	5	7	62	1	298	44	13	12	121	66	56	4	5	37	6	41	122
Sporosarcina	699	134	6	54	97	0	0	25	0	8	0	7187	0	0	0	0	0	0	0	0	211	28	71	32	6996	26	13801	0	2246	0	1569	0	10302	128	6182	13	17	1	0	0	0	0	0	1	1	4	0	41	0	0	3	0	1	0	0	0	4	3	0	0	36	1	49	5	31	0	6	1	139	2	25	0
Rhodococcus	688	279	0	15	101552	116	364474	115	1207767	160	854994	272	2199	16	55069	88	15349	46	107791	0	2551	75596	13085	243	4042	709	1792	8383	2893	58	706	0	4058	103	2100	432	19	16	6	2	282	40	33	13	1179	21	696	43	62	9	1040	42	270	40	111	25	6	168	4	50	56	141	9	160	46	46	11	9	62	22	20	70
Dehalobacter	1098	0	0	0	59	0	45	30	19	0	12	0	0	0	0	0	0	0	0	0	708	27	927	0	498	0	246	0	106	87	0	0	444	0	511	8	9	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	3	6	0	12	1	4	0	7	0	5	1	2
Oryzisolibacter	1049	0	0	0	0	0	0	15	0	14	0	0	0	0	0	0	0	0	0	0	1656	41	1548	0	1853	0	682	0	1522	0	87	0	1131	29	2113	0	15	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	5	0	0	7	0	6	1	17	0	3	0	6	0	10	0
Amniculibacterium	3153	339	21	0	854	0	461	0	384	0	464	0	8	6	54	0	319	0	6	0	986	27	3301	97	6413	5862	4140	1463	2375	57	1453	0	1857	70	2622	399	23	1	0	0	7	1	0	0	4	1	0	0	2	0	10	0	10	0	0	0	4	1	0	5	36	37	5	26	32	2	3	0	10	1	6	28
